3450002243,sa
3450013179,sa
3450005173,sa
3450034206,sa
3450033428,sa
3450013510,ca
3450008002,sa
3450047667,sa
3450014208,sa
3450048058,ca
3450007544,ca
3450001757,sa
3450002224,sa
3450002103,sa
3450011131,ca
3450043427,sa
3450043698,ca
3450047955,sa
3450049489,ca
3450005092,sa
3450011480,ca
3450042153,ca
3450042797,ca
3450030985,sa
3450006303,ca
3450049902,sa
3450013931,ca
3450035467,sa
3450036452,sa
3450008472,sa
3450023915,sa
3450001812,ca
3450029383,sa
3450013452,ca
3450035102,ca
3450003044,ca
3450014834,ca
3450005190,ca
3450011204,ca
3450035499,sa
3450036337,ca
3450013338,ca
3450036369,ca
3450001849,ca
3450011476,ca
3450005218,sa
3450006823,ca
3450039936,ca
3450006085,ca
3450045565,sa
3450020581,sa
3450048196,ca
3450034060,ca
3450033856,sa
3450034068,ca
3450021053,sa
3450019691,sa
3450009250,sa
3450040420,sa
3450048184,sa
3450043814,sa
3450031637,sa
3450034910,ca
3450020199,sa
3450029121,sa
3450009743,ca
3450034566,ca
3450024824,sa
3450021539,sa
3450001653,sa
3450005556,ca
3450040137,sa
3450001685,sa
3450048206,sa
3450011558,sa
3450033608,sa
3450045159,ca
3450031277,sa
3450048730,ca
3450019960,sa
3450016242,sa
3450003030,ca
3450019244,sa
3450013505,ca
3450007371,ca
3450006654,sa
3450010658,ca
3450019961,sa
3450004709,sa
3450041698,ca
3450043225,ca
3450036131,ca
3450006826,ca
3450036380,sa
3450040925,sa
3450003012,sa
3450041827,ca
3450039733,ca
3450013435,ca
3450012983,ca
3450033004,sa
3450030539,sa
3450026782,sa
3450006838,ca
3450003969,ca
3450011195,ca
3450049453,sa
3450003471,ca
3450010136,sa
3450037615,ca
3450039246,ca
3450045812,ca
3450048062,ca
3450019003,ca
3450011084,ca
3450042648,ca
3450003693,sa
3450038671,sa
3450022920,sa
3450000517,ca
3450046541,sa
3450031754,sa
3450042212,ca
3450039208,ca
3450001399,ca
3450044796,ca
3450011617,ca
3450020035,sa
3450041721,ca
3450005159,sa
3450011260,ca
3450021377,sa
3450010372,ca
3450044797,ca
3450009807,ca
3450006636,ca
3450039337,sa
3450003463,ca
3450009375,ca
3450013529,ca
3450038902,ca
3450031213,sa
3450040885,sa
3450042469,sa
3450042789,ca
3450024478,sa
3450011148,ca
3450044814,ca
3450004903,ca
3450047616,ca
3450016869,sa
3450028500,sa
3450032573,sa
3450041936,ca
3450018002,sa
3450028069,sa
3450002948,ca
3450004835,ca
3450038909,ca
3450039157,ca
3450026926,sa
3450041990,ca
3450030480,sa
3450006513,ca
3450021886,sa
3450011794,ca
3450036449,ca
3450003110,sa
3450001923,sa
3450041749,ca
3450002941,sa
3450009817,ca
3450001821,ca
3450031501,sa
3450042170,ca
3450000518,ca
3450042621,ca
3450009439,sa
3450029838,sa
3450049089,sa
3450045169,ca
3450011161,ca
3450035788,ca
3450010862,ca
3450011080,ca
3450021148,sa
3450049679,sa
3450021274,sa
3450026985,sa
3450025904,sa
3450018408,sa
3450020918,sa
3450039488,ca
3450048974,ca
3450022826,sa
3450030205,sa
3450001946,sa
3450011235,ca
3450012508,ca
3450019802,sa
3450035129,sa
3450039062,ca
3450004048,sa
3450006089,ca
3450041756,ca
3450044656,sa
3450003819,sa
3450013455,ca
3450004212,ca
3450009554,ca
3450011232,ca
3450044755,ca
3450014452,sa
3450048616,ca
3450022321,sa
3450024536,sa
3450006000,ca
3450042228,ca
3450000431,ca
3450010577,sa
3450001772,ca
3450019078,ca
3450034573,ca
3450006829,ca
3450045493,sa
3450039525,ca
3450010128,ca
3450004169,sa
3450041180,ca
3450019056,ca
3450048069,ca
3450025990,sa
3450039887,ca
3450016054,sa
3450039116,ca
3450004818,sa
3450010894,ca
3450002446,sa
3450042668,ca
3450025120,sa
3450047615,ca
3450003277,ca
3450008878,ca
3450047023,ca
3450003387,ca
3450031119,sa
3450042675,ca
3450011369,sa
3450015456,sa
3450011932,ca
3450003838,ca
3450026769,sa
3450011237,ca
3450003895,sa
3450007285,ca
3450045140,ca
3450013859,sa
3450030615,sa
3450015356,sa
3450045010,sa
3450014014,sa
3450024306,sa
3450034391,sa
3450010392,ca
3450002789,sa
3450018717,ca
3450017750,sa
3450001974,sa
3450011139,ca
3450039232,ca
3450013526,ca
3450009728,ca
3450041971,ca
3450017486,ca
3450022173,sa
3450004119,sa
3450040015,sa
3450002964,sa
3450018764,sa
3450026228,sa
3450019103,ca
3450000551,ca
3450022286,sa
3450015875,sa
3450038904,ca
3450023339,sa
3450004636,ca
3450025198,sa
3450042155,ca
3450008750,ca
3450044727,ca
3450003904,ca
3450021930,sa
3450011896,ca
3450036259,sa
3450001824,sa
3450012411,ca
3450019776,sa
3450004733,ca
3450026124,sa
3450039035,ca
3450021057,sa
3450041622,sa
3450029234,sa
3450009052,sa
3450003206,sa
3450015828,ca
3450039928,ca
3450037607,ca
3450043738,ca
3450016521,ca
3450008008,sa
3450042270,ca
3450020143,sa
3450037635,ca
3450031975,sa
3450034929,ca
3450024955,sa
3450044115,sa
3450023195,sa
3450043746,ca
3450049075,sa
3450048023,ca
3450033829,sa
3450037419,ca
3450007986,sa
3450000487,ca
3450038891,ca
3450015550,sa
3450010973,sa
3450003422,ca
3450006180,sa
3450031376,sa
3450004033,sa
3450048592,ca
3450006515,ca
3450007309,ca
3450038872,ca
3450011252,ca
3450044759,ca
3450033112,sa
3450023451,sa
3450037452,ca
3450025008,sa
3450018302,ca
3450015725,sa
3450035174,sa
3450026476,sa
3450005271,sa
3450041726,ca
3450025300,sa
3450011991,ca
3450031731,sa
3450010429,ca
3450006935,ca
3450005901,ca
3450019490,ca
3450029243,sa
3450003218,ca
3450012246,sa
3450037633,ca
3450020261,sa
3450042674,ca
3450011706,sa
